0.073618512	-0.070344822
1.030670401	-0.071264372
2.06134642	-0.073409968
3.018403926	-0.077701161
3.901837303	-0.083524897
4.932513322	-0.092413791
5.96318934	-0.101302686
6.920241229	-0.107739463
8.02453576	-0.111111106
9.12883029	-0.107432954
9.938650772	-0.100076627
11.0429453	-0.091494265
12.14723983	-0.08291188
13.17791023	-0.076781611
14.13496774	-0.072490419
15.16564376	-0.070038337
16.26993829	-0.069731805
17.22699018	-0.071877389
17.88956802	-0.076781611
18.92024404	-0.084444447
20.02453857	-0.090268207
21.1288331	-0.083524897
22.01226648	-0.076168594
22.89570547	-0.072796927
24	-0.070957852
