0.073618512	-0.033256726
0.957051889	-0.03632186
1.840490884	-0.043371643
2.576687237	-0.054099613
3.754600279	-0.071877389
4.196316968	-0.082298862
4.564415145	-0.090881224
5.668709675	-0.107432954
6.552143053	-0.118467433
8.098159888	-0.122758626
9.27607293	-0.118160924
10.15950631	-0.108352504
11.19018233	-0.0927203
12.29447686	-0.074329495
13.25153436	-0.055938701
14.50306592	-0.041226047
15.8282216	-0.031111106
16.78527349	-0.03632186
17.59508835	-0.051034479
18.69938288	-0.079233728
19.95092006	-0.101609194
21.1288331	-0.08291188
22.15950912	-0.055019151
23.19018513	-0.036015328
24	-0.032643673
