0.073845027	0.696226404
0.95999662	0.705660367
1.772308819	0.728301821
2.953846154	0.76792451
3.913842773	0.818867927
4.947690054	0.87735847
5.981537335	0.935848978
7.015384615	0.979245266
7.975381235	0.999999993
9.009228516	1.01698112
9.895385742	1.054716973
11.00307805	1.109433952
12.0369197	1.166037768
13.07076698	1.22264153
14.03076923	1.266037765
14.99076585	1.290566037
15.9507681	1.3
17.05846041	1.281132073
17.944612	1.237735875
19.05230431	1.149056605
20.08615159	1.013207556
21.04615385	0.87547167
22.00615047	0.773584874
23.03999775	0.71509433
24.07384503	0.696226404
