0.073845027	0.964150868
1.033847281	0.967924539
2.067688927	0.971698103
3.027691181	0.973584831
4.061538462	0.977358503
5.169230769	0.983018794
5.981537335	0.98867923
7.089229642	0.994339629
8.049231896	0.999999993
9.083073543	1.001886721
10.0430758	1.009433956
11.07692308	1.01509432
12.0369197	1.018867919
12.99692195	1.024528283
14.03076923	1.026415083
15.06461651	1.028301883
16.09845816	1.030188611
17.05846041	1.028301883
18.01846267	1.024528283
19.05230431	1.013207556
20.01230657	0.996226393
21.04615385	0.977358503
22.00615047	0.967924539
22.96615272	0.966037739
24.00000000     0.964150868
