-0.073624129	0.700375952
1.030670401	0.702255623
2.06134642	0.728571441
3.018403926	0.768045098
4.049079944	0.816917322
5.006131834	0.875187972
6.036807852	0.937217998
7.06748387	0.980451139
8.02453576	1.001127838
9.055211778	1.014285748
10.0858878	1.057518817
11.0429453	1.112030089
11.99999719	1.168421068
13.03067321	1.221052669
14.06134923	1.260526344
15.01840112	1.292481228
16.04907714	1.307518826
17.00613464	1.298120329
18.03681066	1.237969956
19.06748106	1.159022571
20.09815708	1.014285748
20.98159607	0.877067678
22.01226648	0.779323337
23.04294249	0.719172945
24.07361851	0.698496281
