0.073618512	0.833834573
1.030670401	0.843233069
2.06134642	0.854511308
3.018403926	0.877067678
3.975455815	0.903383497
5.006131834	0.935338363
6.036807852	0.971052642
6.993865358	0.989849635
8.098159888	1.001127838
9.055211778	1.010526335
10.01226928	1.027443621
10.96932117	1.057518817
11.99999719	1.087593941
12.9570547	1.119548915
14.06134923	1.143984991
15.01840112	1.160902278
16.12269565	1.162781984
17.00613464	1.151503781
18.03681066	1.123308292
18.99386255	1.074436103
19.95092006	1.008646628
20.76073492	0.935338363
21.93864796	0.880827019
23.04294249	0.848872225
24	0.837593986
