0.073618512	-0.058697314
1.10429453	-0.06145594
1.840490884	-0.06636015
2.723924261	-0.073716477
3.680981767	-0.082298862
4.85889481	-0.092413791
5.668709675	-0.102222235
6.478524541	-0.110804597
7.877298736	-0.117547907
9.349691442	-0.109885071
10.30674895	-0.100689668
11.33741935	-0.091800774
12.0736157	-0.082298862
13.17791023	-0.074022986
14.06134923	-0.066666671
15.16564376	-0.06114942
16.12269565	-0.059003835
16.858892	-0.063295016
17.96318653	-0.071570904
18.84662553	-0.084137938
20.09815708	-0.095478926
20.90797195	-0.085670505
21.79141094	-0.072796927
22.89570547	-0.063601536
23.92638149	-0.058084285
